,spotify_album_id,derived_album_id,album_name
612,spotify:album:2KRilDRNGoK60NM5gXfF63,album0612,Look For The Good (Deluxe Edition)
613,spotify:album:2py2U8ypMQJkAcr1SnQCHz,album0613,Look For The Good (Deluxe Edition)
614,spotify:album:1PuBipBX8qqeUN3FOPIexs,album0614,Look For The Good
615,spotify:album:6B26OzQRObxAp1tbf8jeTq,album0615,Something for Thee Hotties
616,spotify:album:0KjckH1EE6HRRurMIXSc0r,album0616,Good News
617,spotify:album:7lQouCmPggSsg1972D3TiE,album0617,Good News
618,spotify:album:0pKZJj9GzcKPCS8r4IaksA,album0618,High As Hope
619,spotify:album:0qiQfO2EHR7xWjMgSv7oPc,album0619,High As Hope
620,spotify:album:2btszoya78vyT8fwelmVnz,album0620,"How Big, How Blue, How Beautiful"
621,spotify:album:4uVAKNNrI7a5upMB59DL0K,album0621,Glee Love Songs
622,spotify:album:15hTxxFB1ZGlpFdzk2c1Hw,album0622,"Glee: The Music, What the World Needs Now is Love"
623,spotify:album:2ddVNfqK3HzPTODYbhMRUh,album0623,"Glee: The Music, The Untitled Rachel Berry Project"
624,spotify:album:2z1eY7EHl7VGDaDdyEW1LM,album0624,Los No Tan Tristes (Álbum)
625,spotify:album:1mdbJt88iwqkl0zEMGA8XH,album0625,"444 Paradise ""Encerrado, No Enterrado"""
626,spotify:album:20q5j9oFR1Ax38kogUuGiq,album0626,El Vicio y la Fama
627,spotify:album:0qJkFmVwwNXP6fvSemDZqn,album0627,Homerun
628,spotify:album:2ce9XFj7OA3f78oO5XFFhV,album0628,Party (feat. A Boogie Wit da Hoodie)
629,spotify:album:0kHdDpkkSlesh2UMKhF20G,album0629,Nothing On You (feat. Paulo Londra & Dave)
630,spotify:album:2q1WacLvjOnffRIbzbL6Px,album0630,Live From Red Rocks
631,spotify:album:4K5IkS5AOfVglm77crffpi,album0631,All The Right Reasons (15th Anniversary Expanded Edition)
632,spotify:album:3MNvfg19MJsXCQ0I3WVdkm,album0632,All The Right Reasons (15th Anniversary Expanded Edition)
633,spotify:album:4AHHM76jyqUiC1HRd37ZQQ,album0633,La Última Promesa
634,spotify:album:1OOSq9FkFZ7GcIpaJr9dYL,album0634,Realidad
635,spotify:album:75fh1igZrAiPEeGd69Jhnq,album0635,Realidad (Commentary)
636,spotify:album:2QRedhP5RmKJiJ1i8VgDGR,album0636,Whole Lotta Red
637,spotify:album:7dAm8ShwJLFm9SaJ6Yc58O,album0637,Die Lit
638,spotify:album:4rJgzzfFHAVFhCSt2P4I3j,album0638,Playboi Carti
639,spotify:album:56jhCxU4IQs54Od4ariSaY,album0639,Live At Woodstock
640,spotify:album:61MgZIlIkgU1Fb4P9MUV2g,album0640,The Concert
641,spotify:album:6s22OUJ3b1y5NRQ3BPZLZw,album0641,Live In Europe
642,spotify:album:5devPxQnSKVF2Ed0CVwQZh,album0642,Letter To You
643,spotify:album:1V2AYh4idtsw2CYlJGZNro,album0643,Western Stars - Songs From The Film
644,spotify:album:6BhqPpIgY83rqoZ2L78Lte,album0644,Western Stars
645,spotify:album:6ROLwnmW9pOioLned0DaP3,album0645,It Was Good Until It Wasn't
646,spotify:album:5aDILeQNfZHqDBDyu0deCG,album0646,It Was Good Until It Wasn't
647,spotify:album:73ZvpuYhKDr2FW4vlPsTpW,album0647,While We Wait
648,spotify:album:3qEUTNGTeDXwYwSl3v2hNV,album0648,I Wish You Love: More From The Bodyguard
649,spotify:album:2EBlHp48A15NFr4nFEbVK1,album0649,ライヴ・イン・ニューヨーク1991 (Live) [Remastered]
650,spotify:album:36ofDpRRmMmSVVmsynRAs0,album0650,Whitney Houston Live: Her Greatest Performances
651,spotify:album:1LoyJQVHPLHE3fCCS8Juek,album0651,RAMMSTEIN
652,spotify:album:75kG9OU9FwAd4HQOLylOB1,album0652,PARIS (LIVE)
653,spotify:album:2SU0P5F7ZSN36pUZeYgAAG,album0653,PARIS (LIVE)
654,spotify:album:0vC7eOkhy4vQVm36mPMvkC,album0654,trip
655,spotify:album:6xvSmYOgt3ypV6HIJvXXqk,album0655,BLESSED (feat. Capital Bra)
656,spotify:album:4E7RXXUaKpkquRTcVUvdAg,album0656,tru. (Deluxe Edition)
657,spotify:album:4yf4bD1iM96hBH6aIc6SaF,album0657,Experiment Extended
658,spotify:album:4UoCJkoqgUmaWMiWifq4vp,album0658,Kane Brown (Deluxe Edition)
659,spotify:album:4hhvgHjPqUOAYkclDkhL2T,album0659,Kane Brown
660,spotify:album:7c3OrNevQnYSjGRFAjz5C1,album0660,Chaaama
661,spotify:album:1Yg3QTRv9IGAWeJQb7q8bT,album0661,Por Mais Beijos Ao Vivo (ao Vivo)
662,spotify:album:7hLEziYyQn3qFlW6asReQL,album0662,Esquece o Mundo Lá Fora
663,spotify:album:1mc8M9eR9ZIBxqWA2CA4Wo,album0663,Live At Wembley Arena
664,spotify:album:3fG66EBBPGC0yBhpXQs8l8,album0664,Thank You For The Music
665,spotify:album:3JHZ83ohEBDLFQfbVfDHFh,album0665,The Visitors
666,spotify:album:1PuH88Md0tzB8UrnBfboJA,album0666,Mis Manos
667,spotify:album:6xS6mQz1fQZ6eZE654J15I,album0667,Por Primera Vez
668,spotify:album:1QtYnYj7SFX1EIqF6ALjaX,album0668,Índigo
669,spotify:album:27rVuwJ0g0eKRpnvEhQl3G,album0669,Tell It To My Heart
670,spotify:album:38edZgwJyFnDjrtqX2lU44,album0670,Bad Habits (MEDUZA Remix)
671,spotify:album:6KMHosj3h5fkGwPoTK9gvB,album0671,Bad Habits (MEDUZA Remix)
672,spotify:album:4ARUAVQnIDB02yVO8uvaJE,album0672,El Amor En Los Tiempos Del Perreo
673,spotify:album:4zVuDqFVwkY9sFsqvMjYvw,album0673,Canciones Que Nos Marcaron
674,spotify:album:0sGGdQF7f03jwgaD9qhtUQ,album0674,Ubuntu
675,spotify:album:29mlJg2PpuihKDNYZalIxw,album0675,The Black Parade / Living with Ghosts (The 10th Anniversary Edition)
676,spotify:album:1SIpLwZu1R69coxKMH06kw,album0676,May Death Never Stop You
677,spotify:album:1hGkOlgKnrjKdZ70P0CdOh,album0677,May Death Never Stop You
678,spotify:album:15J3TzxHYeLpBDJeZ6UXF9,album0678,Quiero Rumba
679,spotify:album:6PFzOuphApnB6DBJT6Tw8M,album0679,MMC
680,spotify:album:5Jx8mw0p0lG63WqxHqim0s,album0680,Se Le Ve
681,spotify:album:1S0yIZRDiFmqCQyTIEV175,album0681,Studying Abroad: Extended Stay
682,spotify:album:2wqG59dVVQlJaxoO7N0LJt,album0682,Lady Lady
683,spotify:album:5U2hIEObpi8FOApxIeaJdD,album0683,Loose Thoughts
684,spotify:album:16TT0OKoyEgD22nj70WUEi,album0684,TINI TINI TINI
685,spotify:album:2RuYsBRCgFEantZkX83W2Y,album0685,Quiero Volver
686,spotify:album:61gTyHazZlTR61845Icypk,album0686,TINI (Martina Stoessel)
687,spotify:album:0e1WaSNDZnoPixaxDNdWo4,album0687,POST HUMAN: SURVIVAL HORROR
688,spotify:album:2CbaaiHPTuL24yajaKtH9k,album0688,POST HUMAN: SURVIVAL HORROR
689,spotify:album:5dH7StOKoPnNEbWh86MwFz,album0689,Live at the Royal Albert Hall
690,spotify:album:08cprzGPjtLDvKMwtQh93R,album0690,Electric Light
691,spotify:album:179WxR0B7gcs1ZjOPLLsAp,album0691,Chaos And The Calm
692,spotify:album:3G2kixP0Pi8L0KgmSYohb2,album0692,Chaos And The Calm
693,spotify:album:3W2BTPUHJX51hweWPNRenv,album0693,Country Again (Side A)
694,spotify:album:5gnWhEFNbtCn0RLG2cp90g,album0694,Center Point Road
695,spotify:album:5tvQOKncGjKsANj0cohRJJ,album0695,Center Point Road (Big Machine Radio Release Special)
696,spotify:album:0FSsRH1jeZqKbGcHwq3UO0,album0696,Imagination & the Misfit Kid
697,spotify:album:0zjbNtfnMLmt2q50E3wDx8,album0697,Imagination & the Misfit Kid
698,spotify:album:788r22Bhr3IHLTNPy8pZea,album0698,Euphoria (Original Score from the HBO Series)
699,spotify:album:1MwjyglVEuJgJdYd0nHUKH,album0699,Live at Red Rocks Amphitheatre
700,spotify:album:4bv8nprFc7yAQqCA7M83xP,album0700,Live at Red Rocks Amphitheatre
701,spotify:album:5f6Eu9QtujgGggq5qbbycV,album0701,Nation of Two
702,spotify:album:2w78Cx36U8NynXOR6GFB03,album0702,Merry Christmas Lil Mama: The Gift That Keeps On Giving
703,spotify:album:7KHgTrIE33udUYjpJqOHoZ,album0703,Merry Christmas Lil Mama: The Gift That Keeps On Giving
704,spotify:album:16rRmI5wxWWO5dnRWUKCPA,album0704,MIH-TY
705,spotify:album:5ExfGmxdqydd3vgdLdRR8f,album0705,Ao Vivo No Ibirapuera
706,spotify:album:6iGvvnauoKKjkutnB2b7lB,album0706,Menos É Mais (Ao Vivo)
707,spotify:album:6UuPk9eKMZBEr0HizvV2Wy,album0707,O Céu Explica Tudo (Ao Vivo)
708,spotify:album:5sVFXIMrFRKBtDOexVlBBU,album0708,When Christmas Comes Around...
709,spotify:album:6GBu7GU6dztLYlZuUHiwA2,album0709,Meaning of Life
710,spotify:album:2puALR81qCmKmbOyuHAI94,album0710,Piece By Piece (Deluxe Version)
711,spotify:album:6I32dRerwcm3jYRsprxb5k,album0711,Victory
712,spotify:album:7vUJAdvDYXhjf1p0P2yIxh,album0712,Los Vaqueros: La Trilogía
713,spotify:album:1V3jnaXPjTfuAyr9kYXBVr,album0713,El Regreso del Sobreviviente
714,spotify:album:1IpufqmucrxYUJQxf1AP0n,album0714,Evolution (Deluxe Edition)
715,spotify:album:0V73oq7XX0jQL8hd1EZWe4,album0715,Evolution
716,spotify:album:4mCW6XUPY8bZxlEx6o6vlo,album0716,Disturbed - Live at Red Rocks
717,spotify:album:6r2NotG03W2zBMhwKHAOtF,album0717,ライヴ・アット・ウッドストック・フェスティヴァル1994 (Live)
718,spotify:album:48hFAR8aql1QHCJWNmYiUX,album0718,ライヴ1975/1980 ~キング・ビスケット・フラワー・アワー~ (Live) [Remastered]
719,spotify:album:1nrDZQLT9EfFArdk9oSCxQ,album0719,Music From Another Dimension! (Expanded Edition)
720,spotify:album:5hXRwN61ccZHJSdmsH3oAm,album0720,Only The Generals Part II
721,spotify:album:3BAxkLFCkJEme67Z0ztMz3,album0721,I'm Him
722,spotify:album:7JgDLtQ8g7RrfNdLf4Dk2I,album0722,I'm Him
723,spotify:album:5sgtN5B8rUr6nfUzJ4RRIk,album0723,A.K.A. (Deluxe)
724,spotify:album:5jvl85DpcWVA3SvkD13XjP,album0724,A.K.A. (Deluxe)
725,spotify:album:5NWeIxuGuEBcADqB1Xh58y,album0725,A.K.A.
726,spotify:album:72qA6s4fjF8Y2VX1UDMfp2,album0726,GEMINI
727,spotify:album:4QjQQRZ5KEcF7qBb87FCaT,album0727,GEMINI
728,spotify:album:3FrkD0TTaXBuW19vuEhDGz,album0728,Head Above Water
729,spotify:album:3PHtu4s9Ynhv93QOK8I3On,album0729,Head Above Water
730,spotify:album:55XlGeOv4XUB1QgTy7Mmxc,album0730,Head Above Water
731,spotify:album:0aldG5AoqOUDkEbsGtI9TW,album0731,"i,i"
732,spotify:album:4bJCKmpKgti10f3ltz6LLl,album0732,"22, A Million"
733,spotify:album:2LpfNj3vB5rOXfaawLcOBg,album0733,Bon Iver
734,spotify:album:66GLiXR40lPbFF3vPc8YXX,album0734,Unbothered (Deluxe)
735,spotify:album:0Elwgwh70pJTeBPuer7wz0,album0735,Unbothered
736,spotify:album:3U4k0udX3ojqzQeMiF8WDD,album0736,Unbothered (Deluxe)
737,spotify:album:741JhzvIOudONDzRg6wuWJ,album0737,At The BBC
738,spotify:album:5Fb59VtYjJNTXPcNGpoDU3,album0738,AMY (Original Motion Picture Soundtrack)
739,spotify:album:4xdRjOhY9NHmMpI7U3e2c3,album0739,Lioness: Hidden Treasures
740,spotify:album:0tprlYfYw9Y1fjq5SUFEQp,album0740,Additional Singles & Rarities
741,spotify:album:7oMcO4p7P1JtJR2G1v2NoK,album0741,Mono Singles
742,spotify:album:0MHwfULQThhdhitVzHnyC4,album0742,Remixes
743,spotify:album:17rk8h2IU4wwSFXw9j2uR6,album0743,Perfect World
744,spotify:album:27MinVecOC86J4TmHk6S03,album0744,Perfect World
745,spotify:album:77irgFZWRDU0jkUCYvLiua,album0745,Eyes wide open
746,spotify:album:2DH2wBlZHEBotWkQwKbwIb,album0746,Welcome to the Madhouse
747,spotify:album:5DVaT8HXcp9bbJh7p4dSpf,album0747,Welcome To The Madhouse
748,spotify:album:1AZjTOqvw2ZogWZxnDlhEN,album0748,Welcome To The Madhouse (Deluxe)
749,spotify:album:05LEST8E8mkEIl2LRfUkcI,album0749,War & Leisure
750,spotify:album:782Bl0XeXnhcezEfKvUx9O,album0750,War & Leisure
751,spotify:album:6v1KAcOknj5z6QxMGh3mlY,album0751,Spotify Sessions
752,spotify:album:0FGr97xSOQLD596ZebfU1T,album0752,The Art and Soul of Dune (Companion Book Music)
753,spotify:album:2xgi7tCocjnULdraqmheR1,album0753,No Time To Die (Original Motion Picture Soundtrack)
754,spotify:album:56k8ay5oE5apR61WIeE4wQ,album0754,Dune (Original Motion Picture Soundtrack)
755,spotify:album:5NcfoVd9G3hlYqndAEjbrg,album0755,DNA Japan Tour Edition
756,spotify:album:4HZJNnV5iDunOXnmQyLqi5,album0756,DNA
757,spotify:album:02FX4aLHDNacfV4bMnO9Kv,album0757,DNA
758,spotify:album:0fvmq3jIMJpjHFDTZtjWtx,album0758,Just A Matter of Slime
759,spotify:album:2xKiwUi4Z8oVegzr2X4mu9,album0759,Just A Matter of Slime
760,spotify:album:5xq6RMHNIBA73qld03dR6V,album0760,Melly vs. Melvin
761,spotify:album:5VRiykfzXrzfY84WE1rRxj,album0761,Hecho En México (Edición Especial)
762,spotify:album:6Snp0eZFcgMgzDdAzjm1M5,album0762,Siempre Enamorado - Éxitos Originales
763,spotify:album:6pbAg7ucQDM2j47aCaxpMI,album0763,Hecho En México
764,spotify:album:6LBPsXUjVuNe9ywLY4xgvX,album0764,Dangerous: The Double Album (Bonus)
765,spotify:album:7HXU3bvqLvpCi5YBp2pr3R,album0765,Dangerous: The Double Album (Bonus)
766,spotify:album:6JlCkqkqobGirPsaleJpFr,album0766,Dangerous: The Double Album
767,spotify:album:1aWwR3GZfghKLUoMKapwiW,album0767,The Butterfly Effect
768,spotify:album:2N0kxmM4FsbfDum01SMSJr,album0768,You Know The Vibes
769,spotify:album:3NZWBye9WJwLcY3EJkg3WY,album0769,Trap & B
770,spotify:album:6PhA24O96EevdscPi01NTv,album0770,Live N Livin
771,spotify:album:2XEW6KliuaZe3sFqeYz38u,album0771,"Penthouse Flashback Series: Sean Paul, Spragga Benz and Johnny P"
772,spotify:album:2ssEDohWwXmocFzDqTZTr1,album0772,Mad Love The Prequel
773,spotify:album:4HZ195qaMlhiKebUtF36ni,album0773,High Road
774,spotify:album:4tHldycok6kPPglzM24xhi,album0774,High Road
775,spotify:album:1IYVB8NfiRqhdZlTxjspNh,album0775,Rainbow
776,spotify:album:6uino3UBLWxAKsdnY0ad5s,album0776,BE
777,spotify:album:2qehskW9lYGWfYb0xPZkrS,album0777,BE
778,spotify:album:1nScVw87kRJiT2bg2Kswhp,album0778,MAP OF THE SOUL : 7 ~ THE JOURNEY ~
779,spotify:album:2ybRB5pXB2XCjLbvRQMrw9,album0779,We Love You Tecca 2 (Deluxe)
780,spotify:album:4VC9aaeopBQFvSHjimSg7V,album0780,We Love You Tecca 2 (Deluxe)
781,spotify:album:7nTvm6EgmFWPLMLxj6aksS,album0781,We Love You Tecca 2
782,spotify:album:3si9Tt0MEyLf26borb6B5p,album0782,ALTER EGO
783,spotify:album:7fIqsFfeYEEP9RO25KHj8P,album0783,FIVE (Deluxe Edition)
784,spotify:album:1kHqXFjOrWyrpM8PKmGZSI,album0784,Double Vision
785,spotify:album:3e8KUqPO1wRmwqAxENX38s,album0785,Outsider
786,spotify:album:6HKOyl4NiT2Jqe3Q7eSdXT,album0786,Outsider
787,spotify:album:6y3k5cDgNxAEV6u3bmSPLK,album0787,Human
788,spotify:album:0NyaIDMlen4ZYjS2xqUX1g,album0788,Other Sides
789,spotify:album:0lX4ieUvpJ647IjenGzl6X,album0789,Remixed Sides
790,spotify:album:5W0PaWygV9JHHHndjnnpHY,album0790,The Essential Going Back (2016 Remaster)
791,spotify:album:2f0DzdU6QbWtZqSlN7s1s5,album0791,9
792,spotify:album:5irmzpXixcdNF2ZJjcrN0A,album0792,Rearview Town
793,spotify:album:5f34GtT1lzD6MVCTZcffNh,album0793,Rearview Town
794,spotify:album:0IhisfwJXGoH7uPK3pXqTA,album0794,King Size Manger
795,spotify:album:5BisZyw1ZjizuIEuutPgLq,album0795,Your Man (Deluxe Edition)
796,spotify:album:7aM9Q3hl6uxC4xGuDdVyBY,album0796,Country State Of Mind
797,spotify:album:6YGWlDpe9n3spk3akJd0WN,album0797,Operation: Wake Up
798,spotify:album:7LMPvMtvi02jBM47lrBEMk,album0798,Keep Going
799,spotify:album:4Ud6qdjOiGsrryFeZOVmkT,album0799,A Real Good Kid
800,spotify:album:0xXKtxOYqLBTjcefyh8Oz8,album0800,You Make It Feel Like Christmas (Deluxe Edition - 2020)
801,spotify:album:2FCeFtMkigKLecYFX4syuH,album0801,Love Angel Music Baby - 15th Anniversary Edition
802,spotify:album:78Yh1HvMa6BsVZdEtlPQO9,album0802,You Make It Feel Like Christmas (Deluxe)
803,spotify:album:11AncjVTiUt9J85tqzzkRj,album0803,Certified Hitmaker (AVA Leak)
804,spotify:album:0pon3OZJlKnrGCdEdwBfcn,album0804,Certified Hitmaker (AVA Leak)
805,spotify:album:2a1AHCq835BXUcX1aTTWqQ,album0805,Certified Hitmaker
806,spotify:album:2NaulYO6lGXTyIzWTJvRJj,album0806,Staying at Tamara's
807,spotify:album:6mcMKGEgukjyiR5IKElQ2E,album0807,Wanted on Voyage (Expanded Edition)
808,spotify:album:2noXavarvb1s7U5G8yDddY,album0808,Wanted on Voyage (Expanded Edition)
809,spotify:album:7L8IHgiomfEpxOm61vgPTm,album0809,Good Things
810,spotify:album:0g1F5eGVwX4Sxi1n8ojPkE,album0810,Dan + Shay
811,spotify:album:4rQa0t2qWm1MNPy7DNEUHB,album0811,Obsessed
812,spotify:album:01J7tN9F8l4cJGpdMOJsDH,album0812,Ws Sem Limites (Deluxe)
813,spotify:album:5EopJnJifkrGKt7jyRZonH,album0813,WS Sem Limites
814,spotify:album:2RWLhXB0VArQYIdCga5r15,album0814,Safadão Amplificado (Deluxe)
815,spotify:album:5FVQjSLBVMdWaZYD4vf3gS,album0815,This Christmas Day
816,spotify:album:2rDIivxBafNKpgRqlzIRSb,album0816,Sweet Talker (Deluxe Version)
817,spotify:album:2l72IXJcA1OZh2CzGQuzrb,album0817,Sweet Talker (Deluxe Version)
818,spotify:album:0Zck2cwH8sMBTRoqIODlmu,album0818,A Matter of Trust - The Bridge to Russia: The Music (Live)
819,spotify:album:4zziqp3wOBkfWmxwlILVBZ,album0819,Live At Shea Stadium
820,spotify:album:58UpluZ9XMHS7xSyX8E6D2,album0820,12 Gardens Live
821,spotify:album:4N9EiC0CRRh8CQMBepM3p7,album0821,Live From The Forum MMXVIII
822,spotify:album:2cWtnFvM7BmyQG1ojQDcCT,album0822,Long Road out of Eden
823,spotify:album:22iX205pYu4YLGv5ANZsMT,album0823,Long Road Out Of Eden
824,spotify:album:1ghzhhlGuTLCD790oXWJwX,album0824,MTV Unplugged
825,spotify:album:5bTixyz2GHx1YUqNUdzfut,album0825,Gigaton
826,spotify:album:0EewHRl3pc0R5pBxTAexVm,album0826,Gigaton
827,spotify:album:6tJKIc90Q5FuHbAWsrBPkI,album0827,Back Home
828,spotify:album:3ryIPwQMo4qQHA0G0OxRdL,album0828,Back Home
829,spotify:album:1aLy2KREtxbS7PN0iSfnNi,album0829,Back Home
830,spotify:album:7jainWomsRbTs5dGUOP21C,album0830,FRIENDS KEEP SECRETS 2
831,spotify:album:5xU9zYkbJowe8ghn8A7t7c,album0831,FRIENDS KEEP SECRETS 2
832,spotify:album:7dQ734EW0iLvQfF6vBFNiZ,album0832,FRIENDS KEEP SECRETS
833,spotify:album:57KFwKnC0ZjaIQGnhE7ops,album0833,White Pony (20th Anniversary Deluxe Edition)
834,spotify:album:0VEFy5MsBiq0u2lWL0OwOd,album0834,Ohms
835,spotify:album:3tsXyEbUQehXPaRFCS8K1n,album0835,Gore
836,spotify:album:4LZAEsiT2thagtbEQrmp6p,album0836,Déjà Vu Live
837,spotify:album:2KU8MKUT4oN7jIKeT3ITJS,album0837,Déjà Vu (Deluxe Version)
838,spotify:album:3gLXoSKX6H6l1ulUYZTYvz,album0838,Déjà Vu
839,spotify:album:2xkZV2Hl1Omi8rk2D7t5lN,album0839,The New Abnormal
840,spotify:album:4WnkQO4xD9ljQooB3VIxCV,album0840,Comedown Machine
841,spotify:album:6aqanpijrB8UnyqP8dHwRG,album0841,Comedown Machine
842,spotify:album:6vdLdzihSWxV8FgWU2GSvA,album0842,Late Night Feelings
843,spotify:album:1M3HEIXVHAQzefdG1HdvyJ,album0843,Late Night Feelings
844,spotify:album:1gAsQ5aHvDtQQNLbN1g3oV,album0844,Mortdecai (Original Motion Picture Soundtrack)
845,spotify:album:47lgREYotnsiuddvu6dXlk,album0845,Vivo (Original Motion Picture Soundtrack)
846,spotify:album:0F3HOT0E0Jj2MSnPm6tq4n,album0846,In The Heights (Original Motion Picture Soundtrack)
847,spotify:album:5AgsHUKFxr5DApRCmulIqJ,album0847,The Hamilton Mixtape
848,spotify:album:3r31ml7fFfNaoSSMH0sda9,album0848,3 (The Purple Album)
849,spotify:album:02gV87QEIFp2T9q7OqVBjj,album0849,3 (The Purple Album)
850,spotify:album:11IeCEbIfXLK3YPxOFnXQ0,album0850,3 (The Purple Album) [Edition Deluxe]
851,spotify:album:7pb9ZipjQRimTjYOZpZ8lk,album0851,Live in the LBC
852,spotify:album:6VcCunBnnw4BVkCit5rk7d,album0852,Diamonds in the Rough
853,spotify:album:0OJ2cB135AqvHEtfXifM5D,album0853,The Stage (Deluxe Edition)
854,spotify:album:6epxd7ERgi739CqGa7KXWt,album0854,Courage (Deluxe Edition)
855,spotify:album:5Ak1sEcGD43oMumwLuPWgl,album0855,Courage
856,spotify:album:0mqNgHFh1NYaxmlMS5IeGc,album0856,Courage (Deluxe Edition)
857,spotify:album:7CiSh3Wv5DrOmoxIZhzBYm,album0857,Let The Bad Times Roll (Deluxe Edition)
858,spotify:album:43NzXURI2kqUYBxWyV6Ep9,album0858,Days Go By
859,spotify:album:5GaNnurgOmssgOEFdMtiKc,album0859,Days Go By
860,spotify:album:1eg4Jr2S7eFR2UuT7gWkVS,album0860,PAUSA (Headphone Mix)
861,spotify:album:3wUBArqcT8RZ7eU8XxVdU6,album0861,A Quien Quiera Escuchar: Track by Track
862,spotify:album:3N8Q8yK00KZQXESmUpEdem,album0862,A Quien Quiera Escuchar
863,spotify:album:0GcwXsZi98XsDdayCcbDY0,album0863,10 Anos Na Praia (Ao Vivo)
864,spotify:album:43Z8iIpoxaCrr27KILZJzs,album0864,Tem Moda Pra Tudo (Ao Vivo)
865,spotify:album:537cWg3a0Fn9zmPllBPMGh,album0865,Intensamente Hoje!
866,spotify:album:5RYrgGSMiYXGF8iwj2i1wF,album0866,So Help Me God!
867,spotify:album:27qwNBn6858NsL1lr7mnQo,album0867,So Help Me God!
868,spotify:album:4ZZTAaaz4zrCL1q3cfTnYt,album0868,No Face No Case
869,spotify:album:2xYCUiI1VS7VYeBAfEuoi8,album0869,Aventura LIVE! 2002
870,spotify:album:5kUva4uwVPMIyo8VX7pjBI,album0870,The Last
871,spotify:album:57tmzh0hsnWU8znnvEWJbe,album0871,The Last
872,spotify:album:5Gn3fFzlWL89j0hGumtXb5,album0872,THE END OF EVERYTHING
873,spotify:album:6ZLlJLTscXUJIMwpwSAcOm,album0873,THE END OF EVERYTHING
874,spotify:album:3MCI7K9Qj3lAMADbHP4EaQ,album0874,People Don't Change
875,spotify:album:5lFvZh6pCTJzr9UStebyCF,album0875,Sacred Hearts Club
876,spotify:album:4WXR981EAEHPTrUR1BcjEh,album0876,Supermodel
877,spotify:album:22cFcAQkydpTzeSKQZEKv0,album0877,Supermodel
878,spotify:album:7K1EOtTcSNqcCRQx3IrmHW,album0878,"Springtime in New York: The Bootleg Series, Vol. 16 / 1980-1985"
879,spotify:album:1Qht64MPvWTWa0aMsqxegB,album0879,Rough and Rowdy Ways
880,spotify:album:1euXUeJobzra05wyBIrdtH,album0880,"Travelin' Thru, 1967 - 1969: The Bootleg Series, Vol. 15 (Sampler)"
881,spotify:album:3rMqrzAwB0tLlsA9Zrd46L,album0881,Vértigo
882,spotify:album:1jLNPWcykNvUNoWBWBPjep,album0882,Prometo (Edición especial)
883,spotify:album:07c88Esc2q8pUl0tXADs3D,album0883,Prometo
884,spotify:album:5HnvoKpp1JTDYP3SNWvl2V,album0884,Hecho a la Antigua
885,spotify:album:4VQapZIWdrrXDMCJw0zZCT,album0885,"Covers, Demos y Otras Travesuras de Blanco"
886,spotify:album:519UdgyNfgG6LCTTLNjirk,album0886,Blanco
887,spotify:album:0u6btZI3GPFtYX8T4DDW8O,album0887,Viejo Marihuano
888,spotify:album:2EexU9SdoDbgCGazUepCyL,album0888,Golpe Avisa
889,spotify:album:1xT9MvDzHT1zjQuo6gvuu0,album0889,Me Atizo Macizo Tour - En Vivo Desde la Ciudad de México
890,spotify:album:270o30h7cAlEhBnbuSpFZq,album0890,El Dorado
891,spotify:album:0M0Zxu7KVzFZZ8q4z2i4gi,album0891,El Dorado
892,spotify:album:5rzC2qD1N9J071WZdQIM8j,album0892,DROPPED OUTTA COLLEGE
893,spotify:album:4mvxoogQn8p84Wz17zTHnJ,album0893,CASE STUDY 01
894,spotify:album:3xybjP7r2VsWzwvDQipdM0,album0894,Freudian
895,spotify:album:4uP43hIpmEEDuW7aOfiU2C,album0895,Pilgrim's Paradise
896,spotify:album:3UTp6spxkyTdvsmJDPfb7n,album0896,CrasH Talk
897,spotify:album:6EluMV3j1lZO8eIHGULYpp,album0897,CrasH Talk
898,spotify:album:0YbpATCIng8Fz2JrfHmEf7,album0898,Blank Face LP
899,spotify:album:05GbnFVxNSdnWdAOlc78NQ,album0899,Once Upon A Mind (Time Suspended Edition)
900,spotify:album:3D1fxxfxdDmctYR2IXnI6d,album0900,Once Upon a Mind
901,spotify:album:4gkWfdUgz4jWrGx4sKQpb4,album0901,Once Upon a Mind
902,spotify:album:201chlVCJuhQvGZXB0wRn0,album0902,Ground Control
903,spotify:album:0ORqx9M6ak7kqDwYUBwvdK,album0903,Toast to Our Differences (Deluxe Edition)
904,spotify:album:1cujDxjZaAtJXnvyW7sl3U,album0904,Toast to Our Differences (Deluxe Edition)
905,spotify:album:7HgVH7ChzqayHdf1eAi9c1,album0905,Evergreen
906,spotify:album:2ryebd6mWqm1tI2Wr4ZbMp,album0906,The Lucky Ones (Deluxe)
907,spotify:album:6doKrVnhuZB7ajkdvCDvyC,album0907,The Lucky Ones
908,spotify:album:0iSDto0c8PqIKtwrYS4lbh,album0908,OPUS
909,spotify:album:208PujfEqGHULCTsLnQBsm,album0909,Esencial
910,spotify:album:39swduCY4gVIwMm09udx4Z,album0910,2En1
911,spotify:album:5rSU5GRGD4D58dvzX43nte,album0911,Hit Me Back (feat. Social House)
912,spotify:album:1ENJyL2Q8wxK1FAsbpLeHm,album0912,Hit Me Back (feat. Social House)
913,spotify:album:3lltPqseSLIBK9qpjksFkc,album0913,Everything Changed…
914,spotify:album:0PliIkaQfS1gSjyBWycNq5,album0914,Forever (Deluxe)
915,spotify:album:0tRVSbmOwilUucqjzU0fQw,album0915,Forever
