,spotify_artist_id,derived_artist_id,artist_name
329,spotify:artist:20wkVLutqVOYrc0kxFs7rA,artist329,Daniel Caesar
330,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,artist330,ScHoolboy Q
331,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,artist331,James Blunt
332,spotify:artist:4WN5naL3ofxrVBgFpguzKo,artist332,Rudimental
333,spotify:artist:26AHtbjWKiwYzsoGoUZq53,artist333,Pentatonix
334,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,artist334,Marc Anthony
335,spotify:artist:5iWU68xnsNiacwbt1fYEcq,artist335,Conor Matthews
336,spotify:artist:5UjifI1TYefXWn9GdqDOHl,artist336,Social House
337,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,artist337,Alesso
338,spotify:artist:0EmeFodog0BfCgMzAIvKQp,artist338,Shakira
339,spotify:artist:0jPnVIasXzBYjrlpO5irii,artist339,Ingrid Andress
340,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,artist340,Dire Straits
341,spotify:artist:1IueXOQyABrMOprrzwQJWN,artist341,Sigala
342,spotify:artist:3Z02hBLubJxuFJfhacLSDc,artist342,Bryan Adams
343,spotify:artist:4jogXSSvlyMkODGSZ2wc2P,artist343,Calibre 50
344,spotify:artist:1m7LSAMIB1BErIHYSOn32W,artist344,DJ Scheme
345,spotify:artist:1UTPBmNbXNTittyMJrNkvw,artist345,Blake Shelton
346,spotify:artist:6yJCxee7QumYr820xdIsjo,artist346,Zac Brown Band
347,spotify:artist:3QSQFmccmX81fWCUSPTS7y,artist347,Dean Lewis
348,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,artist348,Bee Gees
349,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,artist349,BROCKHAMPTON
350,spotify:artist:5ZS223C6JyBfXasXxrRqOk,artist350,Jhené Aiko
351,spotify:artist:4Gso3d4CscCijv0lmajZWs,artist351,Don Toliver
352,spotify:artist:3gIRvgZssIb9aiirIg0nI3,artist352,Jeremy Zucker
353,spotify:artist:7gAppWoH7pcYmphCVTXkzs,artist353,The Vamps
354,spotify:artist:4vhNDa5ycK0ST968ek7kRr,artist354,Carlos Vives
355,spotify:artist:3RqBeV12Tt7A8xH3zBDDUF,artist355,Kelsea Ballerini
356,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,artist356,PARTYNEXTDOOR
357,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,artist357,The Black Keys
358,spotify:artist:25uiPmTg16RbhZWAqwLBy5,artist358,Charli XCX
359,spotify:artist:49bzE5vRBRIota4qeHtQM8,artist359,Skillet
360,spotify:artist:1kwzW1IszUiq4Gs9BFesvW,artist360,Hornet La Frappe
361,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj,artist361,Danny Ocean
362,spotify:artist:2WX2uTcsvV5OnS0inACecP,artist362,Birdy
363,spotify:artist:5NGO30tJxFlKixkPSgXcFE,artist363,The Police
364,spotify:artist:3koiLjNrgRTNbOwViDipeA,artist364,Marvin Gaye
365,spotify:artist:6FD0unjzGQhX3b6eMccMJe,artist365,Ghostface Killah
366,spotify:artist:4John8fJ3LKqFho0pselVr,artist366,CZARFACE
367,spotify:artist:7CQwac16i1W5ej8YpuL3dv,artist367,Boyce Avenue
368,spotify:artist:7f5Zgnp2spUuuzKplmRkt7,artist368,Lost Frequencies
369,spotify:artist:7lDVEkjIURPMyUYwoQRrpw,artist369,Ryan Hurd
370,spotify:artist:22WZ7M8sxp5THdruNY3gXt,artist370,The Doors
371,spotify:artist:6sFIWsNpZYqfjUpaCgueju,artist371,Carly Rae Jepsen
372,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,artist372,Vishal-Shekhar
373,spotify:artist:4YRxDV8wJFPHPTeXepOstw,artist373,Arijit Singh
374,spotify:artist:6Wr3hh341P84m3EI8qdn9O,artist374,Rise Against
375,spotify:artist:3dRfiJ2650SZu6GbydcHNb,artist375,John Williams
376,spotify:artist:3EAHF3jdnHHdko5DBrhRUP,artist376,John Powell
377,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,artist377,A$AP Ferg
378,spotify:artist:7An4yvF7hDYDolN4m5zKBp,artist378,Soda Stereo
379,spotify:artist:3t2iKODSDyzoDJw7AsD99u,artist379,Bibi Blocksberg
380,spotify:artist:0UWZUmn7sybxMCqrw9tGa7,artist380,Juanes
381,spotify:artist:2wkoKEfS6dXwThbyTnZWFU,artist381,Mau y Ricky
382,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,artist382,Glass Animals
383,spotify:artist:0H39MdGGX6dbnnQPt6NQkZ,artist383,SAINt JHN
384,spotify:artist:0Dvx6p8JDyzeOPGmaCIH1L,artist384,RAF Camora
385,spotify:artist:2kRfqPViCqYdSGhYSM9R0Q,artist385,Madison Beer
386,spotify:artist:4YLtscXsxbVgi031ovDDdh,artist386,Chris Stapleton
387,spotify:artist:1MIVXf74SZHmTIp4V4paH4,artist387,Mabel
388,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,artist388,alt-J
389,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,artist389,Cage The Elephant
390,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,artist390,Weezer
391,spotify:artist:5IH6FPUwQTxPSXurCrcIov,artist391,Alec Benjamin
392,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,artist392,Nick Jonas
393,spotify:artist:3SgHzT552wy2W8pNLaLk24,artist393,Hillsong Worship
394,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,artist394,Journey
395,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,artist395,Kenny Chesney
396,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,artist396,Eric Church
397,spotify:artist:5bSfBBCxY8QAk4Pifveisz,artist397,La Arrolladora Banda El Limón De Rene Camacho
398,spotify:artist:0ZCO8oVkMj897cKgFH7fRW,artist398,Los Ángeles Azules
399,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,artist399,Norah Jones
400,spotify:artist:7pbDxGE6nQSZVfiFdq9lOL,artist400,Rex Orange County
401,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,artist401,Destiny's Child
402,spotify:artist:2VDZoCBGjxbHJbnzSX5nP6,artist402,Kxllswxtch
403,spotify:artist:1mX1TWKpNxDSAH16LgDfiR,artist403,Jesse & Joy
404,spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,artist404,Normani
405,spotify:artist:20gsENnposVs2I4rQ5kvrf,artist405,Sam Feldt
406,spotify:artist:4kYGAK2zu9EAomwj3hXkXy,artist406,JP Cooper
407,spotify:artist:70cRZdQywnSFp9pnc2WTCE,artist407,Simon & Garfunkel
408,spotify:artist:4STHEaNw4mPZ2tzheohgXB,artist408,Paul McCartney
409,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,artist409,Jon Bellion
410,spotify:artist:762310PdDnwsDxAQxzQkfX,artist410,Depeche Mode
411,spotify:artist:7cmuxPnXRJxwuYDHfbD8Eu,artist411,Zé Felipe
412,spotify:artist:2MRBDr0crHWE5JwPceFncq,artist412,Juan Gabriel
413,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,artist413,Eric Clapton
414,spotify:artist:6dTCMsjfH2odCFlNb36SCG,artist414,Delaney & Bonnie
415,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,artist415,Conan Gray
416,spotify:artist:3NPpFNZtSTHheNBaWC82rB,artist416,X Ambassadors
417,spotify:artist:55Aa2cqylxrFIXC767Z865,artist417,Lil Wayne
418,spotify:artist:1yR65psqiazQpeM79CcGh8,artist418,Marília Mendonça
419,spotify:artist:5pVRwX5ZQR7hfJ18w8ZYkl,artist419,Ufo361
420,spotify:artist:73jBynjsVtofjRpdpRAJGk,artist420,Dimitri Vegas & Like Mike
421,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,artist421,Aminé
422,spotify:artist:4QFG9KrGWEbr6hNA58CAqE,artist422,Aleman
423,spotify:artist:0lAWpj5szCSwM4rUMHYmrr,artist423,Måneskin
424,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,artist424,AJR
425,spotify:artist:57LYzLEk2LcFghVwuWbcuS,artist425,Summer Walker
426,spotify:artist:5f3peNznKH0RaAYeJtDWnf,artist426,Love Renaissance (LVRN)
427,spotify:artist:4qBgvVog0wzW75IQ48mU7v,artist427,KYLE
428,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,artist428,Outkast
429,spotify:artist:5BtHciL0e0zOP7prIHn3pP,artist429,Breaking Benjamin
430,spotify:artist:3oDbviiivRWhXwIE8hxkVV,artist430,The Beach Boys
431,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,artist431,Korn
432,spotify:artist:74cb3MG0x0BOnYNW1uXYnM,artist432,Hillsong UNITED
433,spotify:artist:74KM79TiuVKeVCqs8QtB0B,artist433,Sabrina Carpenter
434,spotify:artist:0ErzCpIMyLcjPiwT4elrtZ,artist434,NLE Choppa
435,spotify:artist:776Uo845nYHJpNaStv1Ds4,artist435,Jimi Hendrix
436,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,artist436,Ariana Grande
437,spotify:artist:6DgP9otnZw5z6daOntINxp,artist437,Joel Corry
438,spotify:artist:0NGAZxHanS9e0iNHpR8f2W,artist438,Alok
439,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,artist439,Denzel Curry
440,spotify:artist:0L5fC7Ogm2YwgqVCRcF1bT,artist440,Volbeat
441,spotify:artist:4RddZ3iHvSpGV4dvATac9X,artist441,Papa Roach
442,spotify:artist:7oZLKL1GjYiaAgssXsLmW8,artist442,DOPE LEMON
443,spotify:artist:19ra5tSw0tWufvUp8GotLo,artist443,George Michael
444,spotify:artist:6T5tfhQCknKG4UnH90qGnz,artist444,DNCE
445,spotify:artist:2HcwFjNelS49kFbfvMxQYw,artist445,Robbie Williams
446,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,artist446,Christina Perri
447,spotify:artist:4f9iBmdUOhQWeP7dcAn1pf,artist447,Rag'n'Bone Man
448,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,artist448,The Fray
449,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,artist449,Van Morrison
450,spotify:artist:5DUlefCLzVRzNWaNURTFpK,artist450,Cali Y El Dandee
451,spotify:artist:70BYFdaZbEKbeauJ670ysI,artist451,Shinedown
452,spotify:artist:2uFUBdaVGtyMqckSeCl0Qj,artist452,Ludovico Einaudi
453,spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz,artist453,bbno$
454,spotify:artist:2YOYua8FpudSEiB9s88IgQ,artist454,Yung Gravy
455,spotify:artist:4m6ubhNsdwF4psNf3R8kwR,artist455,KHEA
456,spotify:artist:0CEFCo8288kQU7mJi25s6E,artist456,Hollywood Undead
457,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,artist457,Lynyrd Skynyrd
458,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,artist458,Rage Against The Machine
459,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,artist459,The Smiths
460,spotify:artist:4QQgXkCYTt3BlENzhyNETg,artist460,"Earth, Wind & Fire"
461,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,artist461,Of Monsters and Men
462,spotify:artist:2XnBwblw31dfGnspMIwgWz,artist462,Axwell /\ Ingrosso
463,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,artist463,The Cranberries
464,spotify:artist:7IlRNXHjoOCgEAWN5qYksg,artist464,Aya Nakamura
465,spotify:artist:0C86lmpnwiyLDUiyo4d0P1,artist465,BRELAND
466,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,artist466,A Day To Remember
467,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,artist467,Black Sabbath
468,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,artist468,TOTO
469,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,artist469,Daryl Hall & John Oates
470,spotify:artist:0GOx72r5AAEKRGQFn3xqXK,artist470,GIMS
471,spotify:artist:00XhexlJEXQstHimpZN910,artist471,Brytiago
472,spotify:artist:2DspEsT7UXGKd2VaaedgG4,artist472,Alex Rose
473,spotify:artist:2oX42qP5ineK3hrhBECLmj,artist473,Andy Grammer
474,spotify:artist:4PPoI9LuYeFX8V674Z1R6l,artist474,Vicente Fernández
475,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,artist475,Kodaline
476,spotify:artist:21WS9wngs9AqFckK7yYJPM,artist476,PnB Rock
477,spotify:artist:5jIi9rMlNYWApGUzrpLvN8,artist477,2gunspank
478,spotify:artist:5J3QKfJDFyjR3Q2qRcRaIU,artist478,Pity Party (Girls Club)
479,spotify:artist:4XWaILHqySwH1y6LhlYcsb,artist479,ilyTOMMY
480,spotify:artist:4F84IBURUo98rz4r61KF70,artist480,The White Stripes
481,spotify:artist:27T030eWyCQRmDyuvr1kxY,artist481,Scorpions
482,spotify:artist:60yfafz0P3gqaUaOUIddae,artist482,BRONSON
483,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,artist483,ODESZA
484,spotify:artist:1EXjXQpDx2pROygh8zvHs4,artist484,Melendi
485,spotify:artist:1MRiIeZbc0cRuxOafDUCtH,artist485,BLANCO
486,spotify:artist:1hzfo8twXdOegF3xireCYs,artist486,Milky Chance
487,spotify:artist:1U1el3k54VvEUzo3ybLPlM,artist487,Kali Uchis
488,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,artist488,A$AP Rocky
489,spotify:artist:6uothxMWeLWIhsGeF7cyo4,artist489,Enya
490,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok,artist490,Aretha Franklin
491,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,artist491,Sabaton
492,spotify:artist:2x8vG4f0HYXzMEo3xNsoiI,artist492,Bibi und Tina
493,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,artist493,Tainy
494,spotify:artist:5nGIFgo0shDenQYSE0Sn7c,artist494,Evanescence
495,spotify:artist:4QVBYiagIaa6ZGSPMbybpy,artist495,Pedro Capó
496,spotify:artist:2oQX8QiMXOyuqbcZEFsZfm,artist496,El Alfa
497,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,artist497,Van Halen
498,spotify:artist:2UwqpfQtNuhBwviIC0f2ie,artist498,Damso
499,spotify:artist:5TYxZTjIPqKM8K8NuP9woO,artist499,C. Tangana
500,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,artist500,WALK THE MOON
501,spotify:artist:5EvFsr3kj42KNv97ZEnqij,artist501,Shaggy
502,spotify:artist:3iri9nBFs9e4wN7PLIetAw,artist502,gnash
503,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,artist503,Nelly Furtado
504,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp,artist504,Cascada
505,spotify:artist:1l2ekx5skC4gJH8djERwh1,artist505,Don Diablo
506,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,artist506,Sublime
507,spotify:artist:2VYQTNDsvvKN9wmU5W7xpj,artist507,Marilyn Manson
508,spotify:artist:6h1s4i4XKIYv4ErDelLDN0,artist508,Samra
509,spotify:artist:4WZGDpNwrC0vNQyl9QzF7d,artist509,Capital Bra
510,spotify:artist:0qT79UgT5tY4yudH9VfsdT,artist510,Sum 41
511,spotify:artist:536BYVgOnRky0xjsPT96zl,artist511,Two Door Cinema Club
512,spotify:artist:39yVoqm6sYFvvqF1RciUVf,artist512,Carlos Rivera
513,spotify:artist:5vngPClqofybhPERIqQMYd,artist513,George Strait
514,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,artist514,Mac DeMarco
515,spotify:artist:2RTUTCvo6onsAnheUk3aL9,artist515,3 Doors Down
516,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,artist516,Ozzy Osbourne
517,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,artist517,Ella Mai
518,spotify:artist:5bWUlnPx9OYKsLiUJrhCA1,artist518,Jon Z
519,spotify:artist:3EiLUeyEcA6fbRPSHkG5kb,artist519,De La Ghetto
520,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,artist520,Kid Cudi
521,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L,artist521,Dave Matthews Band
522,spotify:artist:4rTv3Ejc7hKMtmoBOK1B4T,artist522,Ali Gatie
523,spotify:artist:1bqxdqvUtPWZri43cKHac8,artist523,MAX
524,spotify:artist:6aZyMrc4doVtZyKNilOmwu,artist524,Colbie Caillat
525,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,artist525,Fergie
526,spotify:artist:4mN0qcMxWX8oToqfDPM5yV,artist526,José José
527,spotify:artist:7pFeBzX627ff0VnN6bxPR4,artist527,Desiigner
528,spotify:artist:2mxe0TnaNL039ysAj51xPQ,artist528,R. Kelly
529,spotify:artist:26T4yOaOoFJvUvxR87Y9HO,artist529,Bethel Music
530,spotify:artist:57WHJIHrjOE3iAxpihhMnp,artist530,Louis Tomlinson
531,spotify:artist:0NIPkIjTV8mB795yEIiPYL,artist531,Wallows
532,spotify:artist:4iDroUFo89Y7YBsdDTBmTD,artist532,Sueco
533,spotify:artist:0vRvGUQVUjytro0xpb26bs,artist533,Arizona Zervas
534,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,artist534,Rascal Flatts
535,spotify:artist:2AsusXITU8P25dlRNhcAbG,artist535,Gotye
536,spotify:artist:2dIgFjalVxs4ThymZ67YCE,artist536,Stray Kids
537,spotify:artist:1AILAN8RzQ9WYweBqYmRx5,artist537,Wizard of Loneliness
538,spotify:artist:0xOeVMOz2fVg5BJY3N6akT,artist538,Jaden
539,spotify:artist:5MouCg6ta7zAxsfMEbc1uh,artist539,OMI
540,spotify:artist:1mXAhKnZEdF6rotyyd4GBi,artist540,MC Kevinho
541,spotify:artist:1NNT7LXreEsY7C0bHlCWDp,artist541,Daniel Caon
542,spotify:artist:3qvcCP2J0fWi0m0uQDUf6r,artist542,Luan Santana
543,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,artist543,Vampire Weekend
544,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,artist544,The Smashing Pumpkins
545,spotify:artist:6C1ohJrd5VydigQtaGy5Wa,artist545,Joyner Lucas
546,spotify:artist:2WKdxPFRD7IqZvlIAvhMgY,artist546,Fugees
547,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,artist547,The Clash
548,spotify:artist:0OzxPXyowUEQ532c9AmHUR,artist548,Giacomo Puccini
549,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,artist549,Limp Bizkit
550,spotify:artist:63MQldklfxkjYDoUE4Tppz,artist550,M83
551,spotify:artist:7FsRH5bw8iWpSbMX1G7xf1,artist551,Joan Sebastian
552,spotify:artist:0NKDgy9j66h3DLnN8qu1bB,artist552,Eurythmics
553,spotify:artist:0NWbwDZY1VkRqFafuQm6wk,artist553,Mike WiLL Made-It
554,spotify:artist:0701LAQrkY5Il5vt06uNnC,artist554,Trouble
555,spotify:artist:0MeLMJJcouYXCymQSHPn8g,artist555,Sleeping At Last
556,spotify:artist:0RqtSIYZmd4fiBKVFqyIqD,artist556,Thirty Seconds To Mars
557,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,artist557,The Kooks
558,spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25,artist558,Lord Huron
559,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,artist559,Portugal. The Man
560,spotify:artist:3whuHq0yGx60atvA2RCVRW,artist560,Olly Murs
561,spotify:artist:45TgXXqMDdF8BkjA83OM7z,artist561,Rod Wave
562,spotify:artist:4ZgQDCtRqZlhLswVS6MHN4,artist562,grandson
563,spotify:artist:0my6Pg4I28dVcZLSpAkqhv,artist563,El Fantasma
564,spotify:artist:70kkdajctXSbqSMJbQO424,artist564,Kacey Musgraves
565,spotify:artist:5Z1CCuBsyhEHngq3U5IraY,artist565,Westlife
566,spotify:artist:6t1gpxYbY8OlLA7D2RiikQ,artist566,Loud Luxury
567,spotify:artist:1HwM5zlC5qNWhJtM00yXzG,artist567,DMX
568,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,artist568,Tom Odell
569,spotify:artist:53A0W3U0s8diEn9RhXQhVz,artist569,Keane
570,spotify:artist:1Nd1g8fezKoJ6DGauWbZIm,artist570,Beast Coast
571,spotify:artist:2P5sC9cVZDToPxyomzF1UH,artist571,Joey Bada$$
572,spotify:artist:21H6paZGGR6dQpVmAqbdzV,artist572,1986zig
573,spotify:artist:3PyJHH2wyfQK3WZrk9rpmP,artist573,Ashnikko
574,spotify:artist:2cPqdH7XMvwaBJEVjheH8g,artist574,Jay Wheeler
575,spotify:artist:0elWFr7TW8piilVRYJUe4P,artist575,Natanael Cano
576,spotify:artist:0LnhY2fzptb0QEs5Q5gM7S,artist576,Laylow
577,spotify:artist:59PMoeYMK4U67YYzVWZGoi,artist577,Michael Silverman
578,spotify:artist:0u6GtibW46tFX7koQ6uNJZ,artist578,Topic
579,spotify:artist:4EPJlUEBy49EX1wuFOvtjK,artist579,Becky Hill
580,spotify:artist:4pejUc4iciQfgdX6OKulQn,artist580,Queens of the Stone Age
581,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,artist581,Owl City
582,spotify:artist:6GI52t8N5F02MxU0g5U69P,artist582,Santana
583,spotify:artist:0ucLPotcQNI7AViFytdhBz,artist583,Ladytron
584,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,artist584,Snow Patrol
585,spotify:artist:4J13m9IZh03PEhoxAxRhXO,artist585,Gerardo Ortiz
586,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,artist586,Swedish House Mafia
587,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,artist587,Dierks Bentley
588,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,artist588,Ben Howard
589,spotify:artist:3tJoFztHeIJkJWMrx0td2f,artist589,Moneybagg Yo
590,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,artist590,David Guetta
591,spotify:artist:58wXmynHaAWI5hwlPZP3qL,artist591,Booba
592,spotify:artist:3YcBF2ttyueytpXtEzn1Za,artist592,Incubus
593,spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh,artist593,Gryffin
594,spotify:artist:4F61H4lx1js4wtWfb2Rfnt,artist594,Party Pupils
595,spotify:artist:1qQLhymHXFPtP5U8KNKsm6,artist595,Apache 207
596,spotify:artist:3YCKuqpv9nCsIhJ2v8SMix,artist596,Elevation Worship
597,spotify:artist:2NdeV5rLm47xAvogXrYhJX,artist597,Ciara
598,spotify:artist:6bmlMHgSheBauioMgKv2tn,artist598,Powfu
599,spotify:artist:6AUl0ykLLpvTktob97x9hO,artist599,Tee Grizzley
600,spotify:artist:1tqhsYv8yBBdwANFNzHtcr,artist600,Lil Dicky
601,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,artist601,Sara Bareilles
602,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,artist602,Yo Gotti
603,spotify:artist:3hYtANQYrE6pd2PbtEyTIy,artist603,Los Tigres Del Norte
604,spotify:artist:3v6Ji4uoWtKRkhuDUaxi9n,artist604,Dynoro
605,spotify:artist:4U7lXyKdSf1JbM1aXvsodC,artist605,La Oreja de Van Gogh
606,spotify:artist:00me4Ke1LsvMxt5kydlMyU,artist606,Cosculluela
607,spotify:artist:23wEWD21D4TPYiJugoXmYb,artist607,Thalia
608,spotify:artist:7uaIm6Pw7xplS8Dy06V6pT,artist608,Trevor Daniel
609,spotify:artist:1ZFGYimyLnfKewOL84ABEp,artist609,TKKG Junior
610,spotify:artist:0cc6vw3VN8YlIcvr1v7tBL,artist610,Mötley Crüe
611,spotify:artist:5IbEL2xjRtKsunfmsahLuO,artist611,$NOT
612,spotify:artist:07EcmJpfAday8xGkslfanE,artist612,Kevin Abstract
613,spotify:artist:1sPg5EHuQXTMElpZ4iUgXe,artist613,ANAVITÓRIA
614,spotify:artist:6gto7HVNhu4ARE3P3g8Y5Y,artist614,Kollegah
615,spotify:artist:4422XPmmt7lJGKjYbYSI6B,artist615,Asche
616,spotify:artist:7y97mc3bZRFXzT2szRM4L4,artist616,Frédéric Chopin
617,spotify:artist:1on7ZQ2pvgeQF4vmIA09x5,artist617,Charlie Brown Jr.
618,spotify:artist:7oeuJSyVZTCkm3BurLz8cG,artist618,Silver
619,spotify:artist:0rKyE5ijqX5XDXCcc882jl,artist619,Santo Trafficante
620,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,artist620,Wale
621,spotify:artist:3Fl1V19tmjt57oBdxXKAjJ,artist621,Blueface
622,spotify:artist:6mU8ucezzms5I2kNH6HNlu,artist622,Conor Maynard
623,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,artist623,Leona Lewis
624,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,artist624,Old Dominion
625,spotify:artist:6w9ToX5slZ4uIdmD17hJ3c,artist625,Bryant Myers
626,spotify:artist:32WkQRZEVKSzVAAYqukAEA,artist626,Lady A
627,spotify:artist:2cy1zPcrFcXAJTP0APWewL,artist627,Gente De Zona
628,spotify:artist:4ehtJnVumNf6xzSCDk8aLB,artist628,Martin Jensen
629,spotify:artist:2rTo8KIkBTFjQS7VvaKYQ4,artist629,W&W
630,spotify:artist:2iE18Oxc8YSumAU232n4rW,artist630,The Jackson 5
631,spotify:artist:69a1b61a56mJlx8iAUMBsY,artist631,Kurt Weill
632,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,artist632,Sufjan Stevens
633,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,artist633,John Lennon
634,spotify:artist:37mqXU98U5GmH5ZDtlHM1c,artist634,Matheus Fernandes
635,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,artist635,Chief Keef
636,spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,artist636,Arcade Fire
637,spotify:artist:5gOJTI4TusSENizxhcG7jB,artist637,David Bisbal
638,spotify:artist:7CUFPNi1TU8RowpnFRSsZV,artist638,Niska
639,spotify:artist:5Zq7R5qmi58ByYyBQTlNuk,artist639,Lee Brice
640,spotify:artist:1HxJeLhIuegM3KgvPn8sTa,artist640,Jack Ü
641,spotify:artist:47uyFQHOD02S0lj9ptRpoB,artist641,Felipe Araújo
642,spotify:artist:3k68C6mNMJL6OaAdWeW2ZF,artist642,Diego & Victor Hugo
643,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,artist643,Ginuwine
644,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ,artist644,The Pussycat Dolls
645,spotify:artist:3Mcii5XWf6E0lrY3Uky4cA,artist645,Ice Cube
646,spotify:artist:6v8FB84lnmJs434UJf2Mrm,artist646,Neil Young
647,spotify:artist:4boI7bJtmB1L3b1cuL75Zr,artist647,Mon Laferte
648,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,artist648,Paul Simon
649,spotify:artist:1RBzGO6Nm3uyhUSxP7EDWO,artist649,Kevin Roldan
650,spotify:artist:6MF9fzBmfXghAz953czmBC,artist650,Taio Cruz
651,spotify:artist:6MPCFvOQv5cIGfw3jODMF0,artist651,Internet Money
652,spotify:artist:6S0dmVVn4udvppDhZIWxCr,artist652,Sean Kingston
653,spotify:artist:4mxWe1mtYIYfP040G38yvS,artist653,Alan Jackson
654,spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY,artist654,Roxette
655,spotify:artist:7c53ZFyajVMTo08HmvoB6b,artist655,zzoilo
656,spotify:artist:1bj5GrcLom5gZFF5t949Xl,artist656,Martin Solveig
657,spotify:artist:5e4Dhzv426EvQe3aDb64jL,artist657,Shania Twain
658,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,artist658,MKTO
